mode,opcode,subopcode,target,classification,basis
upd9002op_0f,0x0f,0x79,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x7f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x80,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x81,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x82,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x83,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x84,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x85,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x86,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x87,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x88,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x89,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x8f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x90,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x91,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x92,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x93,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x94,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x95,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x96,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x97,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x98,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x99,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9a,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9b,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9c,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9d,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9e,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0x9f,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xa9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xaa,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xab,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xac,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xad,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xae,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xaf,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xb9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xba,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xbb,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xbc,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xbd,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xbe,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xbf,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xc9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xca,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xcb,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xcc,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xcd,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xce,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xcf,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xd9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xda,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xdb,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xdc,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xdd,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xde,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xdf,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xe9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xea,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xeb,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xec,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xed,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xee,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xef,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf0,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf1,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf2,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf3,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf4,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf5,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf6,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf7,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf8,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xf9,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xfa,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xfb,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xfc,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xfd,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xfe,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_0f,0x0f,0xff,_reserved_0x0f,known_target_gap,second-byte-resolved
upd9002op_repc,0x00,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x01,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x02,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x03,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x04,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x05,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x06,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x07,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x08,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x09,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x0f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x10,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x11,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x12,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x13,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x14,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x15,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x16,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x17,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x18,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x19,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x1f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x20,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x21,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x22,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x23,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x24,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x25,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x26,-,_repc_segprefix_es,implemented,folded-root-target
upd9002op_repc,0x27,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x28,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x29,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x2a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x2b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x2c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x2d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x2e,-,_repc_segprefix_cs,implemented,folded-root-target
upd9002op_repc,0x2f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x30,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x31,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x32,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x33,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x34,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x35,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x36,-,_repc_segprefix_ss,implemented,folded-root-target
upd9002op_repc,0x37,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x38,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x39,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x3a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x3b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x3c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x3d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x3e,-,_repc_segprefix_ds,implemented,folded-root-target
upd9002op_repc,0x3f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x40,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x41,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x42,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x43,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x44,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x45,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x46,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x47,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x48,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x49,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x4f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x50,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x51,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x52,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x53,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x54,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x55,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x56,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x57,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x58,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x59,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x5f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x60,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x61,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x62,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x63,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x64,-,_repnc,implemented,folded-root-target
upd9002op_repc,0x65,-,_repc,implemented,folded-root-target
upd9002op_repc,0x66,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x67,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x68,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x69,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x6f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x70,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x71,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x72,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x73,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x74,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x75,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x76,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x77,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x78,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x79,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x7f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x80,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x81,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x82,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x83,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x84,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x85,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x86,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x87,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x88,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x89,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x8f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x90,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x91,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x92,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x93,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x94,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x95,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x96,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x97,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x98,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x99,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9a,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9b,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9c,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9d,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9e,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0x9f,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa0,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa1,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa2,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa3,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa4,-,upd9002_repc_movsb,implemented,folded-root-target
upd9002op_repc,0xa5,-,upd9002_repc_movsw,implemented,folded-root-target
upd9002op_repc,0xa6,-,upd9002_repc_cmpsb,implemented,folded-root-target
upd9002op_repc,0xa7,-,upd9002_repc_cmpsw,implemented,folded-root-target
upd9002op_repc,0xa8,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xa9,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xaa,-,upd9002_repc_stosb,implemented,folded-root-target
upd9002op_repc,0xab,-,upd9002_repc_stosw,implemented,folded-root-target
upd9002op_repc,0xac,-,upd9002_repc_lodsb,implemented,folded-root-target
upd9002op_repc,0xad,-,upd9002_repc_lodsw,implemented,folded-root-target
upd9002op_repc,0xae,-,upd9002_repc_scasb,implemented,folded-root-target
upd9002op_repc,0xaf,-,upd9002_repc_scasw,implemented,folded-root-target
upd9002op_repc,0xb0,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb1,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb2,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb3,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb4,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb5,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb6,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb7,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb8,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xb9,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xba,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xbb,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xbc,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xbd,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xbe,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xbf,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc0,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc1,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc2,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc3,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc4,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc5,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc6,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc7,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc8,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xc9,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xca,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xcb,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xcc,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xcd,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xce,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xcf,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xd0,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xd1,-,_reserved_repc,known_target_gap,folded-root-target
upd9002op_repc,0xd2,-,_reserved_repc,known_target_gap,folded-root-target
